120537198409135041	Oov	h904	7	5	2646
116413199009201762	Rqp	y155	2	28	779
126299198708246811	Srt	i167	3	25	441
100288196201120226	Cqp	g861	12	6	1014
106729197001100510	Fmz	u729	8	20	1182
108909198502281588	Amy	v332	10	15	1999
112859199701211177	Stm	e247	10	28	1147
108909198502281588	Amy	r689	3	6	2130
104833198101209570	Yps	y420	3	29	3093
124084198301126596	Svw	v600	10	22	836
132439198403234538	Ycx	n644	11	21	1664
106729197001100510	Fmz	w694	6	14	826
105705198406011961	Xfi	c319	8	6	2946
131107199001207745	Plj	y367	6	7	2033
131107199001207745	Plj	o790	10	4	1800
105097197301061161	Uvp	e561	4	18	862
106729197001100510	Fmz	o100	11	5	718
122386199306252072	Efx	f777	10	18	1671
115574197501222215	Poe	r189	3	19	1234
105097197301061161	Uvp	e083	7	12	1943
124084198301126596	Svw	p874	8	4	1329
116413199009201762	Rqp	o461	1	11	309
104833198101209570	Yps	h148	6	25	2287
105705198406011961	Xfi	o780	9	18	3181
104833198101209570	Yps	t017	2	18	802
132439198403234538	Ycx	y015	8	30	1844
105705198406011961	Xfi	n484	2	30	2990
126299198708246811	Srt	x333	11	28	791
104833198101209570	Yps	g088	3	27	569
132439198403234538	Ycx	y279	11	13	580
105705198406011961	Xfi	z870	4	12	2176
119718199601207677	Uxw	t242	1	16	1934
116413199009201762	Rqp	y935	1	13	1704
120537198409135041	Oov	s112	6	30	1764
100288196201120226	Cqp	b025	4	21	3157
120537198409135041	Oov	y591	11	14	1873
116413199009201762	Rqp	p768	5	28	1220
132439198403234538	Ycx	w691	5	10	1980
115574197501222215	Poe	z194	2	3	348
105705198406011961	Xfi	j939	8	17	817
132439198403234538	Ycx	r396	10	6	2704
105097197301061161	Uvp	l528	7	25	2989
119718199601207677	Uxw	b336	10	26	2341
100288196201120226	Cqp	s352	2	7	1846
105097197301061161	Uvp	g641	2	3	2449
126299198708246811	Srt	o463	1	30	2727
112859199701211177	Stm	e504	11	10	2601
115141198408138547	Ggx	u788	7	6	1679
116413199009201762	Rqp	l447	7	25	2162
100288196201120226	Cqp	j703	7	8	2465
112859199701211177	Stm	e283	7	6	2768
112859199701211177	Stm	j792	8	16	2212
108909198502281588	Amy	u311	10	13	881
115574197501222215	Poe	f222	9	27	2188
122386199306252072	Efx	o043	8	11	1121
106729197001100510	Fmz	u576	9	11	1982
126299198708246811	Srt	s659	3	5	2590
106729197001100510	Fmz	c138	11	15	1752
118467196101120772	Mea	m070	11	7	2045
124084198301126596	Svw	j376	1	19	2397
116413199009201762	Rqp	e775	10	15	1915
132439198403234538	Ycx	a203	4	23	884
105436198704241153	Ggb	b455	11	11	2404
124084198301126596	Svw	u111	10	18	808
124084198301126596	Svw	a038	3	2	2117
109374199605061348	Hms	h588	6	18	1488
105705198406011961	Xfi	r703	10	15	2396
112859199701211177	Stm	p001	10	19	672
115574197501222215	Poe	o541	1	17	2638
108909198502281588	Amy	d666	7	28	1645
105436198704241153	Ggb	b619	2	3	1400
105436198704241153	Ggb	c315	2	10	1853
118467196101120772	Mea	o356	9	13	3022
115141198408138547	Ggx	u297	4	24	2771
106729197001100510	Fmz	n587	4	9	1430
115141198408138547	Ggx	l951	6	6	3158
105097197301061161	Uvp	g035	8	29	1989
112859199701211177	Stm	u647	1	14	1993
116413199009201762	Rqp	s301	8	22	1143
116413199009201762	Rqp	w471	1	9	731
119718199601207677	Uxw	l530	3	3	898
105436198704241153	Ggb	i952	1	12	2776
115574197501222215	Poe	g097	10	26	1602
106729197001100510	Fmz	m584	9	30	1893
131107199001207745	Plj	n593	1	29	3285
132439198403234538	Ycx	u771	6	22	1528
112859199701211177	Stm	c571	6	14	3280
131107199001207745	Plj	l092	8	29	1372
126299198708246811	Srt	o708	1	28	791
120537198409135041	Oov	r036	10	2	528
131107199001207745	Plj	k139	7	15	520
124084198301126596	Svw	l395	3	23	2535
131107199001207745	Plj	y341	6	6	2000
105097197301061161	Uvp	k929	6	6	1232
115574197501222215	Poe	c885	2	1	1611
100288196201120226	Cqp	g072	10	4	2391
108909198502281588	Amy	r590	5	16	831
122386199306252072	Efx	i973	10	4	1969
104833198101209570	Yps	g108	3	19	3176
105097197301061161	Uvp	o039	5	1	355
119718199601207677	Uxw	j565	2	19	1917
131107199001207745	Plj	s793	1	17	3243
105705198406011961	Xfi	s551	2	12	784
131107199001207745	Plj	z524	3	4	1484
104833198101209570	Yps	i366	5	10	993
105097197301061161	Uvp	q535	1	17	2429
115141198408138547	Ggx	o626	11	29	1643
126299198708246811	Srt	n510	10	2	1474
124084198301126596	Svw	m342	9	4	1740
104833198101209570	Yps	i343	12	15	2544
104833198101209570	Yps	w937	5	29	368
105705198406011961	Xfi	k150	12	25	964
108909198502281588	Amy	z912	11	19	1941
115141198408138547	Ggx	k132	3	20	2547
104833198101209570	Yps	z531	9	2	680
115574197501222215	Poe	p298	6	29	698
120537198409135041	Oov	u918	4	14	1557
105436198704241153	Ggb	j108	10	15	1503
126299198708246811	Srt	p290	3	9	2242
115574197501222215	Poe	o044	8	26	829
126299198708246811	Srt	p380	2	9	420
119718199601207677	Uxw	l183	8	11	651
104833198101209570	Yps	q108	3	26	1359
112859199701211177	Stm	n853	5	6	917
124084198301126596	Svw	y639	1	21	537
122386199306252072	Efx	u149	7	6	1104
119718199601207677	Uxw	k176	9	15	2974
120537198409135041	Oov	o941	11	16	3161
131107199001207745	Plj	v325	7	22	556
105705198406011961	Xfi	m177	5	23	2918
115141198408138547	Ggx	d064	9	24	2440
115141198408138547	Ggx	v188	8	3	402
118467196101120772	Mea	c542	10	3	1767
105705198406011961	Xfi	h968	11	9	484
116413199009201762	Rqp	j628	6	3	1213
122386199306252072	Efx	a872	1	21	2888
105705198406011961	Xfi	z282	8	1	1863
116413199009201762	Rqp	z876	5	8	2139
119718199601207677	Uxw	y859	5	20	2228
109374199605061348	Hms	p552	6	13	2042
105705198406011961	Xfi	g864	11	10	951
126299198708246811	Srt	x551	11	9	858
115574197501222215	Poe	a127	10	15	2757
124084198301126596	Svw	v530	10	21	1624
105436198704241153	Ggb	e463	8	25	2237
126299198708246811	Srt	j747	9	14	1258
104833198101209570	Yps	s251	9	14	2482
119718199601207677	Uxw	k926	3	1	1107
108909198502281588	Amy	h991	2	16	1873
119718199601207677	Uxw	q495	10	17	1362
132439198403234538	Ycx	k935	9	22	3256
105705198406011961	Xfi	f068	7	13	3067
124084198301126596	Svw	w512	11	5	1652
116413199009201762	Rqp	t240	11	2	1835
105436198704241153	Ggb	n455	12	1	1042
120537198409135041	Oov	y892	7	3	3255
104833198101209570	Yps	v938	9	5	2774
118467196101120772	Mea	w665	4	11	2980
122386199306252072	Efx	k746	8	12	2510
106729197001100510	Fmz	k383	11	13	3064
109374199605061348	Hms	p062	5	16	774
105436198704241153	Ggb	f743	1	19	1279
119718199601207677	Uxw	j678	6	2	2900
108909198502281588	Amy	d858	11	16	525
108909198502281588	Amy	t801	11	12	1437
100288196201120226	Cqp	y519	2	18	2081
115141198408138547	Ggx	s102	6	3	2165
124084198301126596	Svw	a014	6	4	2311
118467196101120772	Mea	h279	7	21	2346
105097197301061161	Uvp	x180	2	9	1148
108909198502281588	Amy	s202	3	19	3129
105705198406011961	Xfi	t857	6	22	2038
115141198408138547	Ggx	i318	12	27	2566
132439198403234538	Ycx	n655	10	7	2648
124084198301126596	Svw	w328	11	21	2023
124084198301126596	Svw	d227	1	9	2657
131107199001207745	Plj	g728	8	3	1496
131107199001207745	Plj	n593	10	22	1388
100288196201120226	Cqp	u413	12	14	488
115141198408138547	Ggx	g097	8	19	2832
109374199605061348	Hms	t359	5	19	481
100288196201120226	Cqp	z040	2	28	817
109374199605061348	Hms	h021	3	20	3267
106729197001100510	Fmz	v033	3	18	1564
124084198301126596	Svw	e898	4	30	737
131107199001207745	Plj	y780	10	9	791
124084198301126596	Svw	d246	12	12	2049
119718199601207677	Uxw	u633	1	13	3029
115141198408138547	Ggx	b062	9	6	2887
119718199601207677	Uxw	a728	5	5	805
105097197301061161	Uvp	m921	7	14	393
120537198409135041	Oov	n866	8	9	1346
105436198704241153	Ggb	k197	3	26	964
